0.00000000000000e+00,0.00000000000000e+00,0.00000000000000e+00
5.00000000000000e-03,-1.92989446223965e-05,-1.54237216886041e-04
1.00000000000000e-02,-2.33587355861038e-04,-3.25846274320927e-04
1.50000000000000e-02,-6.54442755489434e-04,-4.33792646152926e-04
2.00000000000000e-02,-1.21274289565068e-03,-5.61705226030119e-04
2.50000000000000e-02,-1.92918893662684e-03,-6.75545297651740e-04
3.00000000000000e-02,-2.79318771646727e-03,-8.31250754658769e-04
3.50000000000000e-02,-3.85530036499356e-03,-1.01462909043327e-03
4.00000000000000e-02,-5.14874611425870e-03,-1.21468868134284e-03
4.50000000000000e-02,-6.69746802153554e-03,-1.45612003486206e-03
5.00000000000000e-02,-8.54236162062834e-03,-1.65241496186102e-03
5.50000000000000e-02,-1.06307267577783e-02,-1.83335186573886e-03
6.00000000000000e-02,-1.29499516186825e-02,-2.05157914803213e-03
6.50000000000000e-02,-1.55418373619965e-02,-2.26860349756631e-03
7.00000000000000e-02,-1.83960628773511e-02,-2.41395707755284e-03
7.50000000000000e-02,-2.14354971181334e-02,-2.58727123134156e-03
8.00000000000000e-02,-2.46905110844219e-02,-2.75191689580882e-03
8.50000000000000e-02,-2.81638754926920e-02,-3.01664454723221e-03
9.00000000000000e-02,-3.19635046684976e-02,-3.24398633128411e-03
9.50000000000000e-02,-3.60415252776039e-02,-3.42486074616452e-03
1.00000000000000e-01,-4.03472117099912e-02,-3.61812420612208e-03
1.05000000000000e-01,-4.48847009095488e-02,-3.73306019121936e-03
1.10000000000000e-01,-4.95595846239493e-02,-3.79772773341180e-03
1.15000000000000e-01,-5.43227280312843e-02,-3.92167336884794e-03
1.20000000000000e-01,-5.92299602954956e-02,-3.95883631719725e-03
1.25000000000000e-01,-6.41648465960760e-02,-3.84571526950652e-03
1.30000000000000e-01,-6.89656459435177e-02,-3.79116366160641e-03
1.35000000000000e-01,-7.36994242336293e-02,-3.74600486298650e-03
1.40000000000000e-01,-7.83701246092510e-02,-3.64790889604304e-03
1.45000000000000e-01,-8.29224571136778e-02,-3.58389368688248e-03
1.50000000000000e-01,-8.73990207765096e-02,-3.55390984041369e-03
1.55000000000000e-01,-9.18411686745053e-02,-3.54844380962018e-03
1.60000000000000e-01,-9.62727649008891e-02,-3.51325992122219e-03
1.65000000000000e-01,-1.00662604543153e-01,-3.49587963572618e-03
1.70000000000000e-01,-1.05043607399030e-01,-3.58152221438890e-03
1.75000000000000e-01,-1.09527573859612e-01,-3.63439493608052e-03
1.80000000000000e-01,-1.14075234516905e-01,-3.66806032669405e-03
1.85000000000000e-01,-1.18669844168845e-01,-3.74059118910969e-03
1.90000000000000e-01,-1.23345428868771e-01,-3.73561878697715e-03
1.95000000000000e-01,-1.28006414677797e-01,-3.66365129446078e-03
2.00000000000000e-01,-1.32575774041296e-01,-3.57843243858949e-03
2.05000000000000e-01,-1.37035731030786e-01,-3.47029136256966e-03
2.10000000000000e-01,-1.41366010457529e-01,-3.40620467420644e-03
2.15000000000000e-01,-1.45603066087277e-01,-3.23736344735114e-03
2.20000000000000e-01,-1.49629098003906e-01,-3.06891334656283e-03
2.25000000000000e-01,-1.53439476192651e-01,-2.85994353977322e-03
2.30000000000000e-01,-1.56992927121868e-01,-2.68542835623636e-03
2.35000000000000e-01,-1.60337702059457e-01,-2.58675581340346e-03
2.40000000000000e-01,-1.63554816034673e-01,-2.45365419032234e-03
2.45000000000000e-01,-1.66616937207772e-01,-2.41166839490921e-03
2.50000000000000e-01,-1.69633680499553e-01,-2.42650265893353e-03
2.55000000000000e-01,-1.72675976568358e-01,-2.49734560869435e-03
2.60000000000000e-01,-1.75799253467406e-01,-2.50759544612934e-03
2.65000000000000e-01,-1.78929025881255e-01,-2.46735129860328e-03
2.70000000000000e-01,-1.81997312384241e-01,-2.33779098616784e-03
2.75000000000000e-01,-1.84915710059911e-01,-2.30475623633966e-03
2.80000000000000e-01,-1.87773449950400e-01,-2.11699459022612e-03
2.85000000000000e-01,-1.90379377442348e-01,-1.79267475307823e-03
2.90000000000000e-01,-1.92579337277530e-01,-1.46414078638602e-03
2.95000000000000e-01,-1.94370302321598e-01,-1.14930320528082e-03
3.00000000000000e-01,-1.95758143845576e-01,-7.58244593949036e-04
3.05000000000000e-01,-1.96646819639541e-01,-2.84919896245518e-04
3.10000000000000e-01,-1.96957138024842e-01,8.16502790659529e-05
3.15000000000000e-01,-1.96814857831940e-01,4.02985777052393e-04
3.20000000000000e-01,-1.96274741432486e-01,6.93365374311950e-04
3.25000000000000e-01,-1.95362119409410e-01,1.05962748154532e-03
3.30000000000000e-01,-1.93996400223774e-01,1.38771750806178e-03
3.35000000000000e-01,-1.92215722057776e-01,1.75421237299847e-03
3.40000000000000e-01,-1.89965367369071e-01,2.21271196480871e-03
3.45000000000000e-01,-1.87151959785876e-01,2.59026099358229e-03
3.50000000000000e-01,-1.83879827761721e-01,2.86184349865203e-03
3.55000000000000e-01,-1.80266150416243e-01,3.14967549962355e-03
3.60000000000000e-01,-1.76288627037264e-01,3.46963558538560e-03
3.65000000000000e-01,-1.71920582757920e-01,3.71391757152755e-03
3.70000000000000e-01,-1.67242164825239e-01,3.99808456640799e-03
3.75000000000000e-01,-1.62215265806256e-01,4.22820003395008e-03
3.80000000000000e-01,-1.56901022901073e-01,4.45568427969075e-03
3.85000000000000e-01,-1.51322921940366e-01,4.51912702715601e-03
3.90000000000000e-01,-1.45661614158242e-01,4.61370223301156e-03
3.95000000000000e-01,-1.39880987371950e-01,4.71697407294157e-03
4.00000000000000e-01,-1.33977424450009e-01,4.77096257424735e-03
4.05000000000000e-01,-1.28018722941822e-01,4.72621952535282e-03
4.10000000000000e-01,-1.22124983539080e-01,4.60932709224893e-03
4.15000000000000e-01,-1.16378904950355e-01,4.48020168956798e-03
4.20000000000000e-01,-1.10776695032503e-01,4.49136977119526e-03
4.25000000000000e-01,-1.05153912825961e-01,4.55537130183711e-03
4.30000000000000e-01,-9.94529083742662e-02,4.60508573969497e-03
4.35000000000000e-01,-9.36782383690848e-02,4.74683837967510e-03
4.40000000000000e-01,-8.77235897451639e-02,4.91072956926468e-03
4.45000000000000e-01,-8.15653954708635e-02,5.06392077261296e-03
4.50000000000000e-01,-7.52128819773881e-02,5.23957792156610e-03
4.55000000000000e-01,-6.86451003358347e-02,5.38066758184421e-03
4.60000000000000e-01,-6.18994379755799e-02,5.53375320122499e-03
4.65000000000000e-01,-5.49702086061585e-02,5.62442796488744e-03
4.70000000000000e-01,-4.79426721362587e-02,5.59484150194933e-03
4.75000000000000e-01,-4.09430247766082e-02,5.63796363550251e-03
4.80000000000000e-01,-3.38816206606269e-02,5.74381256463906e-03
4.85000000000000e-01,-2.66875603149637e-02,5.85231346659320e-03
